product_id;manufacturer;product_number;name;price;price_special;category;product_url;description;image_url;image_url_2;image_url_3;image_url_4;image_url_5;delivery_time;garancia;stock;ean;length;width;height;weight;Column1
85;Votana;5904125499341;HC8056N Scaun Negru;293,28;;Szék;https://hroveform.ro/product-rum-85-HC8056N-Scaun-Negru.html;"<p><span style=""font-size: 120%; line-height: 150%;""> Fotoliul subtil ?i elegant, dar în acela?i timp modern, va completa perfect fiecare spa?iu, conferindu-i rafinament ?i caracter. Scaunul este executat din piele ecologică. Este perfect pentru frizerii, saloane de înfrumuse?are, precum ?i pentru birouri elegante. ?ezuturile sunt complet rotative, cu înălţime reglabilă. <br /><br /> - ajustarea înăl?imii pe piston pneumatic<br /> - ?ezut pivotant (360 de grade)<br /> - ?ezut tapi?at cu piele artificială<br /> - înveli?ul de cauciuc de pe bază previne zgârierea podelei<br /> - fotoliile sunt noi<br /> - lă?imea ?ezutului este de - 60 cm<br /> - înăl?imea spătarului - 33 cm<br /> - înăl?imea min. a ?ezutului - 40 cm<br /> - înăl?imea max. a ?ezutului - 55 cm </span></p>";https://hroveform.ro/data/gfx/pictures/large/5/8/85_1.jpg;https://hroveform.ro/data/gfx/pictures/large/5/8/85_2.jpg;https://hroveform.ro/data/gfx/pictures/large/5/8/85_3.jpg;;;6;12;20;5904125499341;45 cm;60 cm;85 cm;10 kg;
96;Votana;5904125499433;HC949N Scaun Alb;335,29;;Szék;https://hroveform.ro/product-rum-96-HC949N-Scaun-Alb.html;"<p><span style=""font-size: 120%; line-height: 150%;"">Este tapi?at cu piele ecologică si finisat cu diamante stilate. Fotoliu de frizerie de cea mai bună calitate, care ar trebui inclus în fiecare salon de coafură. Scaunele confortabile ?i baza stabilă oferă un confort ridicat în timpul utilizării. Scaunele sunt disponibile în diferite culori, ceea ce ne oferă posibilitatea de a ajusta mobilierul la stilul interiorului. U?or de cură?at datorită tapi?ării cu piele ecologică. ?ezuturile sunt complet rotative, cu înălţime reglabilă. <br /><br /> - ajustarea înăl?imii pe piston pneumatic<br /> - ?ezut pivotant (360 de grade)<br /> - ?ezut tapi?at cu piele artificială<br /> - înveli?ul de cauciuc de pe bază previne zgârierea podelei<br /> - fotoliile sunt noi<br /> - lă?imea ?ezutului este de - 47 cm<br /> - înăl?imea spătarului - 26 cm<br /> - înăl?imea min. a ?ezutului - 40 cm<br /> - înăl?imea max. a ?ezutului - 55 cm </span></p>";https://hroveform.ro/data/gfx/pictures/large/6/9/96_1.jpg;https://hroveform.ro/data/gfx/pictures/large/6/9/96_2.jpg;https://hroveform.ro/data/gfx/pictures/large/6/9/96_3.jpg;;;6;12;20;5904125499433;40 cm;47 cm;64 cm;10 kg;
97;Votana;5904125499440;HC949N Scaun Negru;335,29;;Szék;https://hroveform.ro/product-rum-97-HC949N-Scaun-Negru.html;"<p><span style=""font-size: 120%; line-height: 150%;"">Este tapi?at cu piele ecologică si finisat cu diamante stilate. Fotoliu de frizerie de cea mai bună calitate, care ar trebui inclus în fiecare salon de coafură. Scaunele confortabile ?i baza stabilă oferă un confort ridicat în timpul utilizării. Scaunele sunt disponibile în diferite culori, ceea ce ne oferă posibilitatea de a ajusta mobilierul la stilul interiorului. U?or de cură?at datorită tapi?ării cu piele ecologică. ?ezuturile sunt complet rotative, cu înălţime reglabilă. <br /><br /> - ajustarea înăl?imii pe piston pneumatic<br /> - ?ezut pivotant (360 de grade)<br /> - ?ezut tapi?at cu piele artificială<br /> - înveli?ul de cauciuc de pe bază previne zgârierea podelei<br /> - fotoliile sunt noi<br /> - lă?imea ?ezutului este de - 47 cm<br /> - înăl?imea spătarului - 26 cm<br /> - înăl?imea min. a ?ezutului - 40 cm<br /> - înăl?imea max. a ?ezutului - 55 cm </span></p>";https://hroveform.ro/data/gfx/pictures/large/7/9/97_1.jpg;https://hroveform.ro/data/gfx/pictures/large/7/9/97_2.jpg;;;;6;12;20;5904125499440;40 cm;47 cm;64 cm;10 kg;
199;Votana;5904125499211;HC931N Scaun Negru;251,26;;Szék;https://hroveform.ro/product-rum-199-HC931N-Scaun-Negru.html;"<p><span style=""font-size: 120%; line-height: 150%;"">Este tapi?at cu piele ecologică si finisat cu diamante stilate. Fotoliu de frizerie de cea mai bună calitate, care ar trebui inclus în fiecare salon de coafură. Scaunele confortabile ?i baza stabilă oferă un confort ridicat în timpul utilizării. Fotoliile sunt disponibile în diferite culori, ceea ce ne oferă posibilitatea de a ajusta mobilierul la stilul interiorului. U?or de cură?at datorită tapi?ării cu piele ecologică. ?ezuturile sunt complet rotative, cu înălţime reglabilă. <br /><br /> - ajustarea înăl?imii pe piston pneumatic<br /> - ?ezut pivotant (360 de grade)<br /> - ?ezut tapi?at cu piele artificială<br /> - înveli?ul de cauciuc de pe bază previne zgârierea podelei<br /> - fotoliile sunt noi<br /> - lă?imea ?ezutului este de - 45 cm<br /> - înăl?imea spătarului - 27 cm<br /> - înăl?imea min. a ?ezutului - 40 cm<br /> - înăl?imea max. a ?ezutului - 55 cm </span></p>";https://hroveform.ro/data/gfx/pictures/large/9/9/199_1.jpg;https://hroveform.ro/data/gfx/pictures/large/9/9/199_2.jpg;https://hroveform.ro/data/gfx/pictures/large/9/9/199_3.jpg;;;6;12;20;5904125499211;40 cm;47 cm;66 cm;10 kg;
200;Votana;5904125499228;HC931N Scaun Gri;251,26;;Szék;https://hroveform.ro/product-rum-200-HC931N-Scaun-Gri.html;"<p><span style=""font-size: 120%; line-height: 150%;"">Este tapi?at cu piele ecologică si finisat cu diamante stilate. Fotoliu de frizerie de cea mai bună calitate, care ar trebui inclus în fiecare salon de coafură. Scaunele confortabile ?i baza stabilă oferă un confort ridicat în timpul utilizării. Fotoliile sunt disponibile în diferite culori, ceea ce ne oferă posibilitatea de a ajusta mobilierul la stilul interiorului. U?or de cură?at datorită tapi?ării cu piele ecologică. ?ezuturile sunt complet rotative, cu înălţime reglabilă. <br /><br /> - ajustarea înăl?imii pe piston pneumatic<br /> - ?ezut pivotant (360 de grade)<br /> - ?ezut tapi?at cu piele artificială<br /> - înveli?ul de cauciuc de pe bază previne zgârierea podelei<br /> - fotoliile sunt noi<br /> - lă?imea ?ezutului este de - 45 cm<br /> - înăl?imea spătarului - 27 cm<br /> - înăl?imea min. a ?ezutului - 40 cm<br /> - înăl?imea max. a ?ezutului - 55 cm </span></p>";https://hroveform.ro/data/gfx/pictures/large/0/0/200_1.jpg;https://hroveform.ro/data/gfx/pictures/large/0/0/200_2.jpg;https://hroveform.ro/data/gfx/pictures/large/0/0/200_3.jpg;;;6;12;20;5904125499228;40 cm;47 cm;66 cm;10 kg;
201;Votana;5904125499235;HC931N Scaun Alb;251,26;;Szék;https://hroveform.ro/product-rum-201-HC931N-Scaun-Alb.html;"<p><span style=""font-size: 120%; line-height: 150%;"">Este tapi?at cu piele ecologică si finisat cu diamante stilate. Fotoliu de frizerie de cea mai bună calitate, care ar trebui inclus în fiecare salon de coafură. Scaunele confortabile ?i baza stabilă oferă un confort ridicat în timpul utilizării. Fotoliile sunt disponibile în diferite culori, ceea ce ne oferă posibilitatea de a ajusta mobilierul la stilul interiorului. U?or de cură?at datorită tapi?ării cu piele ecologică. ?ezuturile sunt complet rotative, cu înălţime reglabilă. <br /><br /> - ajustarea înăl?imii pe piston pneumatic<br /> - ?ezut pivotant (360 de grade)<br /> - ?ezut tapi?at cu piele artificială<br /> - înveli?ul de cauciuc de pe bază previne zgârierea podelei<br /> - fotoliile sunt noi<br /> - lă?imea ?ezutului este de - 45 cm<br /> - înăl?imea spătarului - 27 cm<br /> - înăl?imea min. a ?ezutului - 40 cm<br /> - înăl?imea max. a ?ezutului - 55 cm </span></p>";https://hroveform.ro/data/gfx/pictures/large/1/0/201_1.jpg;https://hroveform.ro/data/gfx/pictures/large/1/0/201_2.jpg;https://hroveform.ro/data/gfx/pictures/large/1/0/201_3.jpg;;;6;12;20;5904125499235;40 cm;47 cm;66 cm;10 kg;
204;Votana;5904125499457;HC949N Scaun Roz;335,29;;Szék;https://hroveform.ro/product-rum-204-HC949N-Scaun-Roz.html;"<p><span style=""font-size: 120%; line-height: 150%;"">Este tapi?at cu piele ecologică si finisat cu diamante stilate. Fotoliu de frizerie de cea mai bună calitate, care ar trebui inclus în fiecare salon de coafură. Scaunele confortabile ?i baza stabilă oferă un confort ridicat în timpul utilizării. Scaunele sunt disponibile în diferite culori, ceea ce ne oferă posibilitatea de a ajusta mobilierul la stilul interiorului. U?or de cură?at datorită tapi?ării cu piele ecologică. ?ezuturile sunt complet rotative, cu înălţime reglabilă. <br /><br /> - ajustarea înăl?imii pe piston pneumatic<br /> - ?ezut pivotant (360 de grade)<br /> - ?ezut tapi?at cu piele artificială<br /> - înveli?ul de cauciuc de pe bază previne zgârierea podelei<br /> - fotoliile sunt noi<br /> - lă?imea ?ezutului este de - 47 cm<br /> - înăl?imea spătarului - 26 cm<br /> - înăl?imea min. a ?ezutului - 40 cm<br /> - înăl?imea max. a ?ezutului - 55 cm </span></p>";https://hroveform.ro/data/gfx/pictures/large/4/0/204_1.jpg;https://hroveform.ro/data/gfx/pictures/large/4/0/204_2.jpg;https://hroveform.ro/data/gfx/pictures/large/4/0/204_3.jpg;;;6;12;20;5904125499457;40 cm;47 cm;64 cm;10 kg;
205;Votana;5904125499464;HC949N Scaun Gri;335,29;;Szék;https://hroveform.ro/product-rum-205-HC949N-Scaun-Gri.html;"<p><span style=""font-size: 120%; line-height: 150%;"">Este tapi?at cu piele ecologică si finisat cu diamante stilate. Fotoliu de frizerie de cea mai bună calitate, care ar trebui inclus în fiecare salon de coafură. Scaunele confortabile ?i baza stabilă oferă un confort ridicat în timpul utilizării. Scaunele sunt disponibile în diferite culori, ceea ce ne oferă posibilitatea de a ajusta mobilierul la stilul interiorului. U?or de cură?at datorită tapi?ării cu piele ecologică. ?ezuturile sunt complet rotative, cu înălţime reglabilă. <br /><br /> - ajustarea înăl?imii pe piston pneumatic<br /> - ?ezut pivotant (360 de grade)<br /> - ?ezut tapi?at cu piele artificială<br /> - înveli?ul de cauciuc de pe bază previne zgârierea podelei<br /> - fotoliile sunt noi<br /> - lă?imea ?ezutului este de - 47 cm<br /> - înăl?imea spătarului - 26 cm<br /> - înăl?imea min. a ?ezutului - 40 cm<br /> - înăl?imea max. a ?ezutului - 55 cm </span></p>";https://hroveform.ro/data/gfx/pictures/large/5/0/205_1.jpg;https://hroveform.ro/data/gfx/pictures/large/5/0/205_2.jpg;https://hroveform.ro/data/gfx/pictures/large/5/0/205_3.jpg;;;6;12;20;5904125499464;40 cm;47 cm;64 cm;10 kg;
222;Votana;5904125499242;HC931N Scaun Roz;251,26;;Szék;https://hroveform.ro/product-rum-222-HC931N-Scaun-Roz.html;"<p><span style=""font-size: 120%; line-height: 150%;"">Este tapi?at cu piele ecologică si finisat cu diamante stilate. Fotoliu de frizerie de cea mai bună calitate, care ar trebui inclus în fiecare salon de coafură. Scaunele confortabile ?i baza stabilă oferă un confort ridicat în timpul utilizării. Fotoliile sunt disponibile în diferite culori, ceea ce ne oferă posibilitatea de a ajusta mobilierul la stilul interiorului. U?or de cură?at datorită tapi?ării cu piele ecologică. ?ezuturile sunt complet rotative, cu înălţime reglabilă. <br /><br /> - ajustarea înăl?imii pe piston pneumatic<br /> - ?ezut pivotant (360 de grade)<br /> - ?ezut tapi?at cu piele artificială<br /> - înveli?ul de cauciuc de pe bază previne zgârierea podelei<br /> - fotoliile sunt noi<br /> - lă?imea ?ezutului este de - 45 cm<br /> - înăl?imea spătarului - 27 cm<br /> - înăl?imea min. a ?ezutului - 40 cm<br /> - înăl?imea max. a ?ezutului - 55 cm </span></p>";https://hroveform.ro/data/gfx/pictures/large/2/2/222_1.jpg;https://hroveform.ro/data/gfx/pictures/large/2/2/222_2.jpg;https://hroveform.ro/data/gfx/pictures/large/2/2/222_3.jpg;https://hroveform.ro/data/gfx/pictures/large/2/2/222_4.jpg;;6;12;20;5904125499242;40 cm;47 cm;66 cm;10 kg;
319;Votana;5904125497934;HC1015NP Scaun Negru;234,45;;Szék;https://hroveform.ro/product-rum-319-HC1015NP-Scaun-Negru.html;"<p><span style=""font-size: 120%; line-height: 150%;""> Fotoliul subtil ?i elegant, dar în acela?i timp modern, va completa perfect fiecare spa?iu, conferindu-i rafinament ?i caracter. Scaunul este executat din piele ecologică. Este perfect pentru frizerii, saloane de înfrumuse?are, precum ?i pentru birouri elegante. ?ezuturile sunt complet rotative, cu înălţime reglabilă. Ro?ile ajută la mutarea cu u?urin?ă a fotoliului. <br /><br /> - ajustarea înăl?imii pe piston pneumatic<br /> - ?ezut pivotant (360 de grade)<br /> - ?ezut tapi?at cu piele artificială<br /> - fotoliile sunt noi<br /> - lă?imea ?ezutului este de - 41 cm<br /> - înăl?imea spătarului - 40 cm<br /> - înăl?imea min. a ?ezutului - 40 cm<br /> - înăl?imea max. a ?ezutului - 55 cm </span></p>";https://hroveform.ro/data/gfx/pictures/large/9/1/319_1.jpg;;;;;6;12;20;5904125497934;40 cm;64 cm;80 cm;10 kg;
339;Votana;5904125499501;HC547N Scaun negru;461,34;;Szék;https://hroveform.ro/product-rum-339-HC547N-Scaun-negru.html;"<p><span style=""font-size: 120%; line-height: 150%;""> Noutate în colec?ie. Model original ?i în acelaşi timp elegant - combină proprietăţile utile cu designul de lux. Pe partea exterioară a spătarului pentru a îmbunătă?i calită?ile estetice au fost aplicate cristale. Această piesă extraordinară de mobilier va fi un accent deosebit, care va scoate în eviden?ă estetica interiorului casei, biroului sau salonului de înfrumuse?are. <br /><br /> - ajustarea înăl?imii pe piston pneumatic<br /> - ?ezut pivotant (360 de grade)<br /> - ?ezut tapi?at cu piele artificială<br /> - înveli?ul de cauciuc de pe bază previne zgârierea podelei<br /> - fotoliile sunt noi<br /> - lă?imea ?ezutului este de - 68 cm<br /> - înăl?imea spătarului - 42 cm<br /> - înăl?imea min. a ?ezutului - 40 cm<br /> - înăl?imea max. a ?ezutului - 55cm </span></p>";https://hroveform.ro/data/gfx/pictures/large/9/3/339_1.jpg;https://hroveform.ro/data/gfx/pictures/large/9/3/339_2.jpg;https://hroveform.ro/data/gfx/pictures/large/9/3/339_3.jpg;https://hroveform.ro/data/gfx/pictures/large/9/3/339_4.jpg;https://hroveform.ro/data/gfx/pictures/large/9/3/339_5.jpg;6;12;20;5904125499501;40 cm;64 cm;80 cm;10 kg;
340;Votana;5904125499471;HC547N Scaun gri;461,34;;Szék;https://hroveform.ro/product-rum-340-HC547N-Scaun-gri.html;"<p><span style=""font-size: 120%; line-height: 150%;""> Noutate în colec?ie. Model original ?i în acelaşi timp elegant - combină proprietăţile utile cu designul de lux. Pe partea exterioară a spătarului pentru a îmbunătă?i calită?ile estetice au fost aplicate cristale. Această piesă extraordinară de mobilier va fi un accent deosebit, care va scoate în eviden?ă estetica interiorului casei, biroului sau salonului de înfrumuse?are. <br /><br /> - ajustarea înăl?imii pe piston pneumatic<br /> - ?ezut pivotant (360 de grade)<br /> - ?ezut tapi?at cu piele artificială<br /> - înveli?ul de cauciuc de pe bază previne zgârierea podelei<br /> - fotoliile sunt noi<br /> - lă?imea ?ezutului este de - 68 cm<br /> - înăl?imea spătarului - 42 cm<br /> - înăl?imea min. a ?ezutului - 40 cm<br /> - înăl?imea max. a ?ezutului - 55cm </span></p>";https://hroveform.ro/data/gfx/pictures/large/0/4/340_1.jpg;https://hroveform.ro/data/gfx/pictures/large/0/4/340_2.jpg;https://hroveform.ro/data/gfx/pictures/large/0/4/340_3.jpg;https://hroveform.ro/data/gfx/pictures/large/0/4/340_4.jpg;;6;12;20;5904125499471;40 cm;64 cm;80 cm;10 kg;
341;Votana;5904125499495;HC547N Scaun alb;461,34;;Szék;https://hroveform.ro/product-rum-341-HC547N-Scaun-alb.html;"<p><span style=""font-size: 120%; line-height: 150%;""> Noutate în colec?ie. Model original ?i în acelaşi timp elegant - combină proprietăţile utile cu designul de lux. Pe partea exterioară a spătarului pentru a îmbunătă?i calită?ile estetice au fost aplicate cristale. Această piesă extraordinară de mobilier va fi un accent deosebit, care va scoate în eviden?ă estetica interiorului casei, biroului sau salonului de înfrumuse?are. <br /><br /> - ajustarea înăl?imii pe piston pneumatic<br /> - ?ezut pivotant (360 de grade)<br /> - ?ezut tapi?at cu piele artificială<br /> - înveli?ul de cauciuc de pe bază previne zgârierea podelei<br /> - fotoliile sunt noi<br /> - lă?imea ?ezutului este de - 68 cm<br /> - înăl?imea spătarului - 42 cm<br /> - înăl?imea min. a ?ezutului - 40 cm<br /> - înăl?imea max. a ?ezutului - 55cm </span></p>";https://hroveform.ro/data/gfx/pictures/large/1/4/341_1.jpg;https://hroveform.ro/data/gfx/pictures/large/1/4/341_2.jpg;https://hroveform.ro/data/gfx/pictures/large/1/4/341_3.jpg;https://hroveform.ro/data/gfx/pictures/large/1/4/341_4.jpg;;6;12;20;5904125499495;40 cm;64 cm;80 cm;10 kg;
349;Votana;5904125499358;HC8056N Scaun Alb;293,28;;Szék;https://hroveform.ro/product-rum-349-HC8056N-Scaun-Alb.html;"<p><span style=""font-size: 120%; line-height: 150%;""> Fotoliul subtil ?i elegant, dar în acela?i timp modern, va completa perfect fiecare spa?iu, conferindu-i rafinament ?i caracter. Scaunul este executat din piele ecologică. Este perfect pentru frizerii, saloane de înfrumuse?are, precum ?i pentru birouri elegante. ?ezuturile sunt complet rotative, cu înălţime reglabilă. <br /><br /> - ajustarea înăl?imii pe piston pneumatic<br /> - ?ezut pivotant (360 de grade)<br /> - ?ezut tapi?at cu piele artificială<br /> - înveli?ul de cauciuc de pe bază previne zgârierea podelei<br /> - fotoliile sunt noi<br /> - lă?imea ?ezutului este de - 60 cm<br /> - înăl?imea spătarului - 33 cm<br /> - înăl?imea min. a ?ezutului - 40 cm<br /> - înăl?imea max. a ?ezutului - 55 cm </span></p>";https://hroveform.ro/data/gfx/pictures/large/9/4/349_1.jpg;https://hroveform.ro/data/gfx/pictures/large/9/4/349_2.jpg;https://hroveform.ro/data/gfx/pictures/large/9/4/349_3.jpg;;;6;12;20;5904125499358;45 cm;60 cm;85 cm;10 kg;
350;Votana;5904125499365;HC8056N Scaun Gri;293,28;;Szék;https://hroveform.ro/product-rum-350-HC8056N-Scaun-Gri.html;"<p><span style=""font-size: 120%; line-height: 150%;""> Fotoliul subtil ?i elegant, dar în acela?i timp modern, va completa perfect fiecare spa?iu, conferindu-i rafinament ?i caracter. Scaunul este executat din piele ecologică. Este perfect pentru frizerii, saloane de înfrumuse?are, precum ?i pentru birouri elegante. ?ezuturile sunt complet rotative, cu înălţime reglabilă. <br /><br /> - ajustarea înăl?imii pe piston pneumatic<br /> - ?ezut pivotant (360 de grade)<br /> - ?ezut tapi?at cu piele artificială<br /> - înveli?ul de cauciuc de pe bază previne zgârierea podelei<br /> - fotoliile sunt noi<br /> - lă?imea ?ezutului este de - 60 cm<br /> - înăl?imea spătarului - 33 cm<br /> - înăl?imea min. a ?ezutului - 40 cm<br /> - înăl?imea max. a ?ezutului - 55 cm </span></p>";https://hroveform.ro/data/gfx/pictures/large/0/5/350_1.jpg;https://hroveform.ro/data/gfx/pictures/large/0/5/350_2.jpg;https://hroveform.ro/data/gfx/pictures/large/0/5/350_3.jpg;;;6;12;20;5904125499365;45 cm;60 cm;85 cm;10 kg;
366;Votana;5904125499297;HC8403N Scaun Gri;335,29;;Szék;https://hroveform.ro/product-rum-366-HC8403N-Scaun-Gri.html;"<p><span style=""font-size: 120%; line-height: 150%;"">Este unul dintre modelele noastre cele mai populare. Scaun adânc, confortabil, din piele ecologică, perfect pentru coafor ?i saloane de înfrumuse?are. Aspectul sau iese in evidentă prin cusăturile sale elegante ?i cu picioarele cromate se completeaza armonios. <br /><br /> - ajustarea înăl?imii pe piston pneumatic<br /> - ?ezut pivotant (360 de grade)<br /> - ?ezut tapi?at cu piele artificială<br /> - înveli?ul de cauciuc de pe bază previne zgârierea podelei<br /> - lă?imea ?ezutului este de - 55 cm<br /> - înăl?imea spătarului - 35 cm<br /> - înăl?imea min. a ?ezutului - 40 cm<br /> - înăl?imea max. a ?ezutului - 55 cm </span></p>";https://hroveform.ro/data/gfx/pictures/large/6/6/366_1.jpg;https://hroveform.ro/data/gfx/pictures/large/6/6/366_2.jpg;;;;6;12;20;5904125499297;40 cm;50 cm;75 cm;10 kg;
482;Votana;5904125497941;HC1015NP Scaun Alb;234,45;;Szék;https://hroveform.ro/product-rum-482-HC1015NP-Scaun-Alb.html;"<p><span style=""font-size: 120%; line-height: 150%;""> Fotoliul subtil ?i elegant, dar în acela?i timp modern, va completa perfect fiecare spa?iu, conferindu-i rafinament ?i caracter. Scaunul este executat din piele ecologică. Este perfect pentru frizerii, saloane de înfrumuse?are, precum ?i pentru birouri elegante. ?ezuturile sunt complet rotative, cu înălţime reglabilă. Ro?ile ajută la mutarea cu u?urin?ă a fotoliului. <br /><br /> - ajustarea înăl?imii pe piston pneumatic<br /> - ?ezut pivotant (360 de grade)<br /> - ?ezut tapi?at cu piele artificială<br /> - fotoliile sunt noi<br /> - lă?imea ?ezutului este de - 41 cm<br /> - înăl?imea spătarului - 40 cm<br /> - înăl?imea min. a ?ezutului - 40 cm<br /> - înăl?imea max. a ?ezutului - 55 cm </span></p>";https://hroveform.ro/data/gfx/pictures/large/2/8/482_1.jpg;https://hroveform.ro/data/gfx/pictures/large/2/8/482_2.jpg;;;;6;12;20;5904125497941;40 cm;64 cm;80 cm;10 kg;
653;Votana;5904125495497;HR111N Scaun Catifea Negru Velur;360,5;;Szék;https://hroveform.ro/product-rum-653-HR111N-Scaun-Catifea-Negru-Velur.html;"<p><span style=""font-size: 120%; line-height: 150%;"">Fotoliu la modă ?i confortabil, cu un aspect simplu dar unic. . Este un scaun acoperit cu un velur fin, confortabil, echipat cu rotatie 360 de grade si modificare de inăltime. Perfect potrivit pentru birouri, saloane ?i săli de studiu Aspectul sau iese in evidentă prin cusăturile sale elegante ?i cu picioarele cromate se completeaza armonios. <br /><br /> - ajustarea înăl?imii pe piston pneumatic<br /> - ?ezut pivotant (360 de grade)<br /> - ?ezut tapi?at cu piele artificială<br /> - înveli?ul de cauciuc de pe bază previne zgârierea podelei<br /> - lă?imea ?ezutului este de - 52 cm<br /> - înăl?imea spătarului - 43 cm<br /> - înăl?imea min. a ?ezutului - 40 cm<br /> - înăl?imea max. a ?ezutului - 54 cm </span></p>";https://hroveform.ro/data/gfx/pictures/large/3/5/653_1.jpg;https://hroveform.ro/data/gfx/pictures/large/3/5/653_2.jpg;https://hroveform.ro/data/gfx/pictures/large/3/5/653_3.jpg;https://hroveform.ro/data/gfx/pictures/large/3/5/653_4.jpg;;6;12;20;5904125495497;40 cm;46 cm;80 cm;10 kg;
654;Votana;5904125495718;HR111N Scaun Catifea Fucsia Velur;360,5;;Szék;https://hroveform.ro/product-rum-654-HR111N-Scaun-Catifea-Fucsia-Velur.html;"<p><span style=""font-size: 120%; line-height: 150%;"">Fotoliu la modă ?i confortabil, cu un aspect simplu dar unic. . Este un scaun acoperit cu un velur fin, confortabil, echipat cu rotatie 360 de grade si modificare de inăltime. Perfect potrivit pentru birouri, saloane ?i săli de studiu Aspectul sau iese in evidentă prin cusăturile sale elegante ?i cu picioarele cromate se completeaza armonios. <br /><br /> - ajustarea înăl?imii pe piston pneumatic<br /> - ?ezut pivotant (360 de grade)<br /> - ?ezut tapi?at cu piele artificială<br /> - înveli?ul de cauciuc de pe bază previne zgârierea podelei<br /> - lă?imea ?ezutului este de - 52 cm<br /> - înăl?imea spătarului - 43 cm<br /> - înăl?imea min. a ?ezutului - 40 cm<br /> - înăl?imea max. a ?ezutului - 54 cm </span></p>";https://hroveform.ro/data/gfx/pictures/large/4/5/654_1.jpg;https://hroveform.ro/data/gfx/pictures/large/4/5/654_2.jpg;https://hroveform.ro/data/gfx/pictures/large/4/5/654_3.jpg;https://hroveform.ro/data/gfx/pictures/large/4/5/654_4.jpg;;6;12;20;5904125495718;40 cm;46 cm;80 cm;10 kg;
655;Votana;5904125495503;HR111N Scaun Catifea Violet Velur;360,5;;Szék;https://hroveform.ro/product-rum-655-HR111N-Scaun-Catifea-Violet-Velur.html;"<p><span style=""font-size: 120%; line-height: 150%;"">Fotoliu la modă ?i confortabil, cu un aspect simplu dar unic. . Este un scaun acoperit cu un velur fin, confortabil, echipat cu rotatie 360 de grade si modificare de inăltime. Perfect potrivit pentru birouri, saloane ?i săli de studiu Aspectul sau iese in evidentă prin cusăturile sale elegante ?i cu picioarele cromate se completeaza armonios. <br /><br /> - ajustarea înăl?imii pe piston pneumatic<br /> - ?ezut pivotant (360 de grade)<br /> - ?ezut tapi?at cu piele artificială<br /> - înveli?ul de cauciuc de pe bază previne zgârierea podelei<br /> - lă?imea ?ezutului este de - 52 cm<br /> - înăl?imea spătarului - 43 cm<br /> - înăl?imea min. a ?ezutului - 40 cm<br /> - înăl?imea max. a ?ezutului - 54 cm </span></p>";https://hroveform.ro/data/gfx/pictures/large/5/5/655_1.jpg;https://hroveform.ro/data/gfx/pictures/large/5/5/655_2.jpg;https://hroveform.ro/data/gfx/pictures/large/5/5/655_3.jpg;https://hroveform.ro/data/gfx/pictures/large/5/5/655_4.jpg;;6;12;20;5904125495503;40 cm;46 cm;80 cm;10 kg;
656;Votana;5904125495510;HR111N Scaun Catifea Gri Velur;360,5;;Szék;https://hroveform.ro/product-rum-656-HR111N-Scaun-Catifea-Gri-Velur.html;"<p><span style=""font-size: 120%; line-height: 150%;"">Fotoliu la modă ?i confortabil, cu un aspect simplu dar unic. . Este un scaun acoperit cu un velur fin, confortabil, echipat cu rotatie 360 de grade si modificare de inăltime. Perfect potrivit pentru birouri, saloane ?i săli de studiu Aspectul sau iese in evidentă prin cusăturile sale elegante ?i cu picioarele cromate se completeaza armonios. <br /><br /> - ajustarea înăl?imii pe piston pneumatic<br /> - ?ezut pivotant (360 de grade)<br /> - ?ezut tapi?at cu piele artificială<br /> - înveli?ul de cauciuc de pe bază previne zgârierea podelei<br /> - lă?imea ?ezutului este de - 52 cm<br /> - înăl?imea spătarului - 43 cm<br /> - înăl?imea min. a ?ezutului - 40 cm<br /> - înăl?imea max. a ?ezutului - 54 cm </span></p>";https://hroveform.ro/data/gfx/pictures/large/6/5/656_1.jpg;https://hroveform.ro/data/gfx/pictures/large/6/5/656_2.jpg;https://hroveform.ro/data/gfx/pictures/large/6/5/656_3.jpg;https://hroveform.ro/data/gfx/pictures/large/6/5/656_4.jpg;;6;12;20;5904125495510;40 cm;46 cm;80 cm;10 kg;
657;Votana;5904125495527;HR111N Scaun Catifea Galben Miere Velur;360,5;;Szék;https://hroveform.ro/product-rum-657-HR111N-Scaun-Catifea-Galben-Miere-Velur.html;"<p><span style=""font-size: 120%; line-height: 150%;"">Fotoliu la modă ?i confortabil, cu un aspect simplu dar unic. . Este un scaun acoperit cu un velur fin, confortabil, echipat cu rotatie 360 de grade si modificare de inăltime. Perfect potrivit pentru birouri, saloane ?i săli de studiu Aspectul sau iese in evidentă prin cusăturile sale elegante ?i cu picioarele cromate se completeaza armonios. <br /><br /> - ajustarea înăl?imii pe piston pneumatic<br /> - ?ezut pivotant (360 de grade)<br /> - ?ezut tapi?at cu piele artificială<br /> - înveli?ul de cauciuc de pe bază previne zgârierea podelei<br /> - lă?imea ?ezutului este de - 52 cm<br /> - înăl?imea spătarului - 43 cm<br /> - înăl?imea min. a ?ezutului - 40 cm<br /> - înăl?imea max. a ?ezutului - 54 cm </span></p>";https://hroveform.ro/data/gfx/pictures/large/7/5/657_1.jpg;https://hroveform.ro/data/gfx/pictures/large/7/5/657_2.jpg;https://hroveform.ro/data/gfx/pictures/large/7/5/657_3.jpg;https://hroveform.ro/data/gfx/pictures/large/7/5/657_4.jpg;;6;12;20;5904125495527;40 cm;46 cm;80 cm;10 kg;
